Version;FieldName;sigla_unidade_ensino;nome_unidade_ensino;dt_autorizacao;sigla_uf_unidade_ensino;nome_municipio_unidade_ensino
2;;IFPI;INSTITUTO FEDERAL DO PIAUÍ CAMPUS AVANÇADO PIO IX;29/01/2014 17:44:20;PI;Pio IX
2;;IFPI;Instituto Federal do Piauí - Campus Campo Maior;29/01/2014 17:02:06;PI;Campo Maior
2;;IFPI;Instituto Federal do Piauí - Campus Cocal;29/01/2014 17:26:45;PI;Cocal
2;;IFPI;Instituto Federal do Piauí - Campus Corrente;09/12/2009 17:51:37;PI;Corrente
2;;null;INSTITUTO FEDERAL DO PIAUI - CAMPUS FLORIANO;19/05/2009 10:57:12;PI;Floriano
2;;IFPI;Instituto Federal do Piauí - Campus Floriano;05/03/2009 14:44:56;PI;Floriano
2;;IFPI;Instituto Federal do Piauí - Campus Oeiras;20/09/2012 16:58:24;PI;Oeiras
2;;null;INSTITUTO FEDERAL DO PIAUI - CAMPUS PARNAÍBA;18/05/2009 14:21:57;PI;Parnaíba
2;;IFPI;Instituto Federal do Piauí - Campus Parnaíba;05/03/2009 14:50:06;PI;Parnaíba
2;;IFPI;Instituto Federal do Piauí - Campus Paulistana;11/12/2009 11:30:59;PI;Paulistana
2;;IFPI;Instituto Federal do Piauí - Campus Pedro II;07/06/2011 16:59:46;PI;Pedro II
2;;null;INSTITUTO FEDERAL DO PIAUI - CAMPUS PICOS;19/05/2009 11:07:34;PI;Picos
2;;IFPI;Instituto Federal do Piauí - Campus Picos;05/03/2009 14:47:29;PI;Picos
2;;IFPI;Instituto Federal do Piauí - Campus Piripiri;09/12/2009 17:39:44;PI;Piripiri
2;;IFPI;Instituto Federal do Piauí - Campus São João do Piauí;07/06/2011 16:55:28;PI;São João do Piauí
2;;IFPI;Instituto Federal do Piauí - Campus São Raimundo Nonato;11/12/2009 11:25:53;PI;São Raimundo Nonato
2;;null;INSTITUTO FEDERAL DO PIAUI - CAMPUS TERESINA CENTRAL;19/05/2009 10:13:10;PI;Teresina
2;;IFPI;Instituto Federal do Piauí - Campus Teresina Central;05/03/2009 14:36:20;PI;Teresina
2;;null;INSTITUTO FEDERAL DO PIAUI - CAMPUS TERESINA ZONA SUL;19/05/2009 10:28:08;PI;Teresina
2;;IFPI;Instituto Federal do Piauí - Campus Teresina Zona Sul;30/06/2009 11:46:04;PI;Teresina
2;;IFPI;Instituto Federal do Piauí - Campus Uruçuí;11/12/2009 11:20:10;PI;Uruçuí
2;;IFPI;Instituto Federal do Piauí - Campus Valença do Piauí;29/01/2014 17:11:47;PI;Valença do Piauí
2;;null;INSTITUTO FEDERAL DO PIAUÍ - CENTRO DE REFERÊNCIA DE GUADALUPE;21/11/2014 18:41:17;PI;Guadalupe
2;;IFRJ;Instituto Federal do Rio de Janeiro - Campus Arraial do Cabo;08/06/2011 09:41:02;RJ;Arraial do Cabo
2;;IFRJ;INSTITUTO FEDERAL DO RIO DE JANEIRO CAMPUS AVANÇADO RESENDE;28/01/2014 12:01:12;RJ;Resende
2;;IFRJ;INSTITUTO FEDERAL DO RIO DE JANEIRO CAMPUS AVANÇADO RIO DE JANEIRO CENTRO;10/06/2014 17:29:17;RJ;Rio de Janeiro
2;;IFRJ;INSTITUTO FEDERAL DO RIO DE JANEIRO CAMPUS BELFORD ROXO;10/06/2014 18:13:15;RJ;Belford Roxo
2;;IFRJ;INSTITUTO FEDERAL DO RIO DE JANEIRO CAMPUS COMPLEXO DO ALEMÃO;10/06/2014 17:41:35;RJ;Rio de Janeiro
2;;IFRJ;INSTITUTO FEDERAL DO RIO DE JANEIRO CAMPUS CURICICA CIDADE DE DEUS;10/06/2014 17:46:39;RJ;Rio de Janeiro
2;;IFRJ;Instituto Federal do Rio de Janeiro - Campus Duque de Caxias;27/03/2009 12:01:08;RJ;Duque de Caxias
2;;IFRJ;Instituto Federal do Rio de Janeiro - Campus Engenheiro Paulo de Frontin;08/06/2011 09:59:21;RJ;Engenheiro Paulo de Frontin
2;;null;INSTITUTO FEDERAL DO RIO DE JANEIRO CAMPUS MESQUITA;02/07/2014 16:36:15;RJ;Mesquita
2;;IFRJ;INSTITUTO FEDERAL DO RIO DE JANEIRO CAMPUS MESQUITA;31/01/2014 15:42:41;RJ;Mesquita
2;;IFRJ;Instituto Federal do Rio de Janeiro - Campus Nilópolis;05/03/2009 16:29:28;RJ;Nilópolis
2;;IFRJ;INSTITUTO FEDERAL DO RIO DE JANEIRO CAMPUS NITERÓI;10/06/2014 18:36:11;RJ;Niterói
2;;IFRJ;Instituto Federal do Rio de Janeiro - Campus Paracambi;05/03/2009 16:56:15;RJ;Paracambi
2;;IFRJ;Instituto Federal do Rio de Janeiro - Campus Pinheiral;10/03/2009 09:26:12;RJ;Pinheiral
2;;IFRJ;INSTITUTO FEDERAL DO RIO DE JANEIRO CAMPUS REALENGO;10/03/2009 09:08:38;RJ;Rio de Janeiro
2;;IFRJ;Instituto Federal do Rio de Janeiro - Campus Rio de Janeiro;05/03/2009 16:48:57;RJ;Rio de Janeiro
2;;IFRJ;Instituto Federal do Rio de Janeiro - Campus São Gonçalo;10/03/2009 09:14:59;RJ;São Gonçalo
2;;IFRJ;INSTITUTO FEDERAL DO RIO DE JANEIRO CAMPUS SÃO JOÃO DE MERITI;10/06/2014 18:22:41;RJ;São João de Meriti
2;;IFRJ;Instituto Federal do Rio de Janeiro - Campus Volta Redonda;15/05/2009 15:40:34;RJ;Volta Redonda
2;;null;INSTITUTO FEDERAL DO RIO GRANDE DO NORTE;07/08/2013 12:22:02;RN;Natal
2;;IFRN;Instituto Federal do Rio Grande do Norte - Campus Apodi;10/09/2009 10:06:23;RN;Apodi
2;;IFRN;INSTITUTO FEDERAL DO RIO GRANDE DO NORTE CAMPUS AVANÇADO LAJES;06/06/2014 16:00:39;RN;Lajes
2;;null;INSTITUTO FEDERAL DO RIO GRANDE DO NORTE - CAMPUS AVANÇADO NATAL ZONA LESTE;04/07/2019 17:43:05;RN;Natal
2;;IFRN;INSTITUTO FEDERAL DO RIO GRANDE DO NORTE CAMPUS AVANÇADO PARELHAS;06/06/2014 16:08:22;RN;Parelhas
2;;IFRN;Instituto Federal do Rio Grande do Norte - Campus Caicó;10/09/2009 19:12:07;RN;Caicó
2;;IFRN;Instituto Federal do Rio Grande do Norte - Campus Canguaretama;14/11/2013 16:15:30;RN;Canguaretama
2;;IFRN;Instituto Federal do Rio Grande do Norte - Campus Ceará-Mirim;14/11/2013 17:18:26;RN;Ceará-Mirim
2;;IFRN;Instituto Federal do Rio Grande do Norte - Campus Currais Novos;06/03/2009 18:03:05;RN;Currais Novos
2;;IFRN;Instituto Federal do Rio Grande do Norte - Campus Ipanguaçu;06/03/2009 11:41:42;RN;Ipanguaçu
2;;IFRN;Instituto Federal do Rio Grande do Norte - Campus João Câmara;10/09/2009 19:22:14;RN;João Câmara
2;;IFRN;Instituto Federal do Rio Grande do Norte - Campus Macau;11/09/2009 12:26:01;RN;Macau
2;;IFRN;Instituto Federal do Rio Grande do Norte - Campus Mossoró;06/03/2009 18:21:38;RN;Mossoró
2;;IFRN;Instituto Federal do Rio Grande do Norte - Campus Natal Central;06/03/2009 11:09:19;RN;Natal
2;;IFRN;Instituto Federal do Rio Grande do Norte - Campus Natal Cidade Alta;08/06/2011 09:20:19;RN;Natal
2;;IFRN;Instituto Federal do Rio Grande do Norte - Campus Natal Zona Norte;06/03/2009 11:21:13;RN;Natal
2;;IFRN;Instituto Federal do Rio Grande do Norte - Campus Nova Cruz;07/06/2011 10:34:16;RN;Nova Cruz
2;;IFRN;Instituto Federal do Rio Grande do Norte - Campus Parnamirim;07/06/2011 10:28:00;RN;Parnamirim
2;;IFRN;Instituto Federal do Rio Grande do Norte - Campus Pau dos Ferros;11/09/2009 12:34:25;RN;Pau dos Ferros
2;;IFRN;Instituto Federal do Rio Grande do Norte - Campus Santa Cruz;11/09/2009 12:42:55;RN;Natal
2;;IFRN;Instituto Federal do Rio Grande do Norte - Campus São Gonçalo do Amarante;07/06/2011 12:26:16;RN;São Gonçalo do Amarante
2;;IFRN;Instituto Federal do Rio Grande do Norte - Campus São Paulo do Potengi;14/11/2013 17:14:34;RN;São Paulo do Potengi
2;;IFRS;INSTITUTO FEDERAL DO RIO GRANDE DO SUL CAMPUS ALVORADA;30/01/2014 10:55:21;RS;Alvorada
2;;IFRS;INSTITUTO FEDERAL DO RIO GRANDE DO SUL CAMPUS AVANÇADO GUAÍBA;10/07/2014 16:43:10;RS;Guaíba
2;;IFRS;INSTITUTO FEDERAL DO RIO GRANDE DO SUL CAMPUS AVANÇADO VERANÓPOLIS;07/07/2014 11:38:58;RS;Veranópolis
2;;IFRS;Instituto Federal do Rio Grande do Sul - Campus Bento Gonçalves;05/03/2009 16:24:54;RS;Bento Gonçalves
2;;IFRS;Instituto Federal do Rio Grande do Sul - Campus Canoas;05/03/2009 16:33:46;RS;Canoas
2;;IFRS;Instituto Federal do Rio Grande do Sul - Campus Caxias do Sul;09/06/2010 13:43:50;RS;Caxias do Sul
2;;IFRS;Instituto Federal do Rio Grande do Sul - Campus Erechim;26/04/2010 15:53:28;RS;Erechim
2;;IFRS;Instituto Federal do Rio Grande do Sul - Campus Farroupilha;09/06/2010 10:51:25;RS;Farroupilha
2;;IFRS;Instituto Federal do Rio Grande do Sul - Campus Feliz;09/06/2010 10:45:51;RS;Feliz
2;;IFRS;Instituto Federal do Rio Grande do Sul - Campus Ibirubá;09/06/2010 10:41:38;RS;Ibirubá
2;;IFRS;Instituto Federal do Rio Grande do Sul - Campus Osório;16/08/2010 11:21:06;RS;Osório
2;;IFRS;Instituto Federal do Rio Grande do Sul - Campus Porto Alegre;05/03/2009 16:36:59;RS;Porto Alegre
2;;IFRS;Instituto Federal do Rio Grande do Sul - Campus Porto Alegre Restinga;09/06/2010 13:54:34;RS;Porto Alegre
2;;IFRS;Instituto Federal do Rio Grande do Sul - Campus Rio Grande;05/03/2009 16:41:09;RS;Rio Grande
2;;null;INSTITUTO FEDERAL DO RIO GRANDE DO SUL CAMPUS ROLANTE;30/01/2014 11:02:59;RS;Rolante
2;;IFRS;INSTITUTO FEDERAL DO RIO GRANDE DO SUL CAMPUS ROLANTE;09/06/2011 10:05:45;RS;Rolante
2;;IFRS;Instituto Federal do Rio Grande do Sul - Campus Sertão;05/03/2009 16:48:53;RS;Sertão
2;;IFRS;Instituto Federal do Rio Grande do Sul - Campus Vacaria;30/01/2014 11:24:18;RS;Vacaria
2;;IFRS;INSTITUTO FEDERAL DO RIO GRANDE DO SUL CAMPUS VIAMÃO;30/01/2014 11:12:23;RS;Viamão
2;;IF SERTÃO-PE;Instituto Federal do Sertão Pernambucano - Campus Floresta;05/03/2009 09:33:38;PE;Floresta
2;;IF SERTÃO-PE;Instituto Federal do Sertão Pernambucano - Campus Ouricuri;01/10/2010 17:09:24;PE;Ouricuri
2;;IF SERTÃO-PE;Instituto Federal do Sertão Pernambucano - Campus Petrolina;05/03/2009 09:28:15;PE;Petrolina
2;;IF SERTÃO-PE;Instituto Federal do Sertão Pernambucano - Campus Petrolina Zona Rural;05/03/2009 09:31:04;PE;Petrolina
2;;IF SERTÃO-PE;Instituto Federal do Sertão Pernambucano - Campus Salgueiro;01/10/2010 17:13:54;PE;Salgueiro
2;;IF SERTÃO-PE;Instituto Federal do Sertão Pernambucano - Campus Santa Maria da Boa Vista;31/01/2014 15:22:57;PE;Santa Maria da Boa Vista
2;;IF SERTÃO-PE;Instituto Federal do Sertão Pernambucano - Campus Serra Talhada;31/01/2014 15:02:26;PE;Serra Talhada
2;;IF SERTÃO-PE;Instituto Federal do Sertão Pernambucano - Centro de Referência Afrânio;07/02/2014 11:00:12;PE;Afrânio
2;;IF SERTÃO-PE;Instituto Federal do Sertão Pernambucano - Centro de Referência Petrolândia;07/02/2014 11:17:37;PE;Petrolândia
2;;IF SERTÃO-PE;Instituto Federal do Sertão Pernambucano - Centro de Referência Sertânia;07/02/2014 11:30:47;PE;Sertânia
2;;null;INSTITUTO FEDERAL DO SUDESTE de MINAS GERAIS;08/05/2009 08:49:35;MG;Barbacena
2;;IF SUDESTE MG;INSTITUTO FEDERAL DO SUDESTE DE MINAS GERAIS CAMPUS AVANÇADO BOM SUCESSO;10/02/2014 10:59:21;MG;Bom Sucesso
2;;IF SUDESTE MG;INSTITUTO FEDERAL DO SUDESTE DE MINAS GERAIS Campus avançado UBÁ;12/06/2014 12:17:01;MG;Ubá
2;;IF SUDESTE MG;Instituto Federal do Sudeste de Minas Gerais - Campus Barbacena;06/03/2009 10:47:34;MG;Barbacena
2;;IF SUDESTE MG;Instituto Federal do Sudeste de Minas Gerais - Campus Juiz de Fora;06/03/2009 10:53:06;MG;Juiz de Fora
2;;IF SUDESTE MG;INSTITUTO FEDERAL DO SUDESTE DE MINAS GERAIS CAMPUS MANHUAÇU;06/06/2014 15:28:03;MG;Manhuaçu
2;;IF SUDESTE MG;Instituto Federal do Sudeste de Minas Gerais - Campus Muriaé;02/03/2010 09:21:40;MG;Muriaé
2;;IF SUDESTE MG;Instituto Federal do Sudeste de Minas Gerais - Campus Rio Pomba;09/03/2009 16:34:06;MG;Rio Pomba
2;;IF SUDESTE MG;Instituto Federal do Sudeste de Minas Gerais - Campus Santos Dumont;07/06/2011 10:53:56;MG;Santos Dumont
2;;IF SUDESTE MG;Instituto Federal do Sudeste de Minas Gerais - Campus São João del Rei;02/03/2010 09:33:14;MG;São João del Rei
2;;IF SUDESTE MG;INSTITUTO FEDERAL DO SUDESTE DE MINAS GERAIS CENTRO DE REFERÊNCIA CATAGUASES;12/06/2014 12:07:34;MG;Cataguases
2;;IFSULDEMINAS;Instituto Federal do Sul de Minas Gerais - Campus Avançado Carmo de Minas;31/01/2014 09:42:40;MG;Carmo de Minas
2;;IFSULDEMINAS;Instituto Federal do Sul de Minas Gerais - Campus Avançado Três Corações;31/01/2014 09:49:47;MG;Três Corações
2;;IFSULDEMINAS;Instituto Federal do Sul de Minas Gerais - Campus Inconfidentes;09/03/2009 17:03:13;MG;Inconfidentes
2;;IFSULDEMINAS;Instituto Federal do Sul de Minas Gerais - Campus Machado;09/03/2009 17:10:18;MG;Machado
2;;IFSULDEMINAS;Instituto Federal do Sul de Minas Gerais - Campus Muzambinho;09/03/2009 17:14:10;MG;Muzambinho
2;;IFSULDEMINAS;Instituto Federal do Sul de Minas Gerais - Campus Passos;11/08/2010 07:07:16;MG;Passos
2;;IFSULDEMINAS;Instituto Federal do Sul de Minas Gerais - Campus Poços de Caldas;11/08/2010 06:07:45;MG;Poços de Caldas
2;;IFSULDEMINAS;Instituto Federal do Sul de Minas Gerais - Campus Pouso Alegre;11/08/2010 06:48:43;MG;Pouso Alegre
2;;IFSULDEMINAS;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA ALFENAS;13/11/2014 17:33:14;MG;Alfenas
2;;IFSULDEMINAS;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA ALTEROSA;13/11/2014 17:41:21;MG;Alterosa
2;;IFSULDEMINAS;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA ANDRADAS;13/11/2014 17:02:04;MG;Andradas
2;;IFSULDEMINAS;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA ANDRELÂNDIA;13/11/2014 15:45:53;MG;Andrelândia
2;;IFSULDEMINAS;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA BOA ESPERANÇA;13/11/2014 17:37:07;MG;Boa Esperança
2;;null;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA BOM REPOUSO;27/04/2016 14:55:41;MG;Bom Repouso
2;;IFSULDEMINAS;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA BOTELHOS;13/11/2014 17:23:20;MG;Botelhos
2;;null;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA BRAsÓPOLIS;27/04/2016 15:03:06;MG;Brasópolis
2;;null;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA CACHOEIRA DE MINAS;27/04/2016 15:08:15;MG;Cachoeira de Minas
2;;IFSULDEMINAS;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA CAMBUÍ;13/11/2014 17:16:26;MG;Cambuí
2;;IFSULDEMINAS;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA CAMBUQUIRA;13/11/2014 14:53:04;MG;Cambuquira
2;;null;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA CAMPANHA;27/04/2016 15:12:20;MG;Campanha
2;;IFSULDEMINAS;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA CAMPESTRE;13/11/2014 17:25:50;MG;Campestre
2;;IFSULDEMINAS;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA CAPETINGA;13/11/2014 17:44:21;MG;Capetinga
2;;null;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA CONCEIÇÃO DOS OUROS;27/04/2016 15:18:00;MG;Conceição dos Ouros
2;;null;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA CONGONHAL;27/04/2016 15:22:51;MG;Congonhal
2;;IFSULDEMINAS;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA CRUZÍLIA;13/11/2014 15:48:57;MG;Cruzília
2;;null;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA ESPÍRITO SANTO DO DOURADO;27/04/2016 15:30:20;MG;Espírito Santo do Dourado
2;;null;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA ESTIVA;27/04/2016 15:35:15;MG;Estiva
2;;null;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA EXTREMA;27/04/2016 15:38:43;MG;Extrema
2;;IFSULDEMINAS;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA GUARANÉSIA;13/11/2014 17:47:48;MG;Guaranésia
2;;null;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA GUAXUPÉ;17/08/2016 11:44:28;MG;Guaxupé
2;;null;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA IPUIUNA;27/04/2016 15:45:13;MG;Ipuiúna
2;;null;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA ITAJUBÁ;27/04/2016 15:49:38;MG;Itajubá
2;;IFSULDEMINAS;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA ITANHANDU;13/11/2014 15:21:53;MG;Itanhandu
2;;IFSULDEMINAS;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA JACUTINGA;13/11/2014 17:20:04;MG;Jacutinga
2;;null;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS - CENTRO DE REFERÊNCIA JESUÂNIA;27/04/2016 16:27:25;MG;Jesuânia
2;;IFSULDEMINAS;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA LAMBARI;13/11/2014 16:43:02;MG;Lambari
2;;null;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA LAVRAS;27/04/2016 16:07:59;MG;Lavras
2;;IFSULDEMINAS;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA MONTE SANTO DE MINAS;13/11/2014 17:52:47;MG;Monte Santo de Minas
2;;IFSULDEMINAS;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA OURO FINO;13/11/2014 17:13:29;MG;Ouro Fino
2;;null;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA POÇO FUNDO;27/04/2016 15:55:46;MG;Poço Fundo
2;;null;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA SÃO GONÇALO DO SAPUCAÍ;27/04/2016 15:58:59;MG;São Gonçalo do Sapucaí
2;;null;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA SÃO JOSÉ DA BARRA;17/08/2016 11:39:33;MG;São José da Barra
2;;IFSULDEMINAS;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA SÃO SEBASTIÃO DO PARAÍSO;13/11/2014 16:57:33;MG;São Sebastião do Paraíso
2;;IFSULDEMINAS;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA TRÊS PONTAS;13/11/2014 17:50:06;MG;Três Pontas
2;;IFSULDEMINAS;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS CENTRO DE REFERÊNCIA VARGINHA;13/11/2014 17:30:36;MG;Varginha
2;;IFTO;Instituto Federal do Tocantins - Campus Araguaína;14/06/2010 16:53:24;TO;Araguaína
2;;IFTO;Instituto Federal do Tocantins - Campus Araguatins;06/03/2009 14:39:20;TO;Araguatins
2;;IFTO;Instituto Federal do Tocantins - Campus Avançado Formoso do Araguaia;26/04/2014 13:48:01;TO;Formoso do Araguaia
2;;IFTO;Instituto Federal do Tocantins - Campus Avançado Lagoa da Confusão;31/01/2014 11:20:00;TO;Lagoa da Confusão
2;;IFTO;Instituto Federal do Tocantins - Campus Avançado Pedro Afonso;31/01/2014 11:29:03;TO;Pedro Afonso
2;;IFTO;Instituto Federal do Tocantins - Campus Colinas do Tocantins;31/01/2014 11:35:32;TO;Colinas do Tocantins
2;;IFTO;Instituto Federal do Tocantins - Campus Dianópolis;07/05/2012 10:01:47;TO;Dianópolis
2;;IFTO;Instituto Federal do Tocantins - Campus Gurupi;16/06/2010 09:39:52;TO;Gurupi
2;;IFTO;Instituto Federal do Tocantins - Campus Palmas;06/03/2009 14:33:38;TO;Palmas
2;;IFTO;Instituto Federal do Tocantins - Campus Paraíso do Tocantins;06/03/2009 14:36:47;TO;Paraíso do Tocantins
2;;IFTO;Instituto Federal do Tocantins - Campus Porto Nacional;16/06/2010 09:03:04;TO;Porto Nacional
2;;null;INSTITUTO FEDERAL DO TRIÂNGULO MINEIRO;23/03/2009 09:04:51;MG;Uberaba
2;;IFTM;INSTITUTO FEDERAL DO TRIÂNGULO MINEIRO CAMPUS AVANÇADO CAMPINA VERDE;30/01/2014 10:50:52;MG;Campina Verde
2;;IFTM;Instituto Federal do Triângulo Mineiro - Campus Avançado Uberaba Parque Tecnológico;30/09/2014 14:10:47;MG;Uberaba
2;;IFTM;Instituto Federal do Triângulo Mineiro - Campus Ituiutaba;04/05/2009 14:23:08;MG;Ituiutaba
2;;IFTM;Instituto Federal do Triângulo Mineiro - Campus Paracatu;04/05/2009 14:18:39;MG;Paracatu
2;;IFTM;Instituto Federal do Triângulo Mineiro - Campus Patos de Minas;22/08/2013 14:31:22;MG;Patos de Minas
2;;IFTM;Instituto Federal do Triângulo Mineiro - Campus Patrocínio;13/07/2010 15:34:02;MG;Patrocínio
2;;IFTM;Instituto Federal do Triângulo Mineiro - Campus Uberaba;06/03/2009 11:16:19;MG;Uberaba
2;;IFTM;Instituto Federal do Triângulo Mineiro - Campus Uberlândia;06/03/2009 11:30:02;MG;Uberlândia
2;;IFTM;Instituto Federal do Triângulo Mineiro - Campus Uberlândia Centro;13/07/2010 15:20:46;MG;Uberlândia
2;;null;INSTITUTO FEDERAL DO TRIÂNGULO MINEIRO - CENTRO DE REFERÊNCIA EM EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA - REITORIA;09/04/2018 08:05:04;MG;Uberaba
2;;IF FARROUPILHA;Instituto Federal Farroupilha - Campus Alegrete;05/03/2009 16:01:38;RS;Alegrete
2;;IF FARROUPILHA;INSTITUTO FEDERAL FARROUPILHA CAMPUS AVANÇADO URUGUAIANA;31/01/2014 15:44:54;RS;Uruguaiana
2;;IF FARROUPILHA;Instituto Federal Farroupilha - Campus Frederico Westphalen;10/08/2009 17:15:17;RS;Frederico Westphalen
2;;IF FARROUPILHA;Instituto Federal Farroupilha - Campus Jaguari;06/12/2012 16:16:58;RS;Jaguari
2;;IF FARROUPILHA;Instituto Federal Farroupilha - Campus Júlio de Castilhos;05/03/2009 16:05:03;RS;Júlio de Castilhos
2;;IF FARROUPILHA;Instituto Federal Farroupilha - Campus Panambi;19/08/2010 14:20:27;RS;Panambi
2;;IF FARROUPILHA;Instituto Federal Farroupilha - Campus Santa Rosa;09/03/2010 08:55:14;RS;Santa Rosa
2;;IF FARROUPILHA;Instituto Federal Farroupilha - Campus Santo Ângelo;31/01/2014 16:00:47;RS;Santo Ângelo
2;;IF FARROUPILHA;Instituto Federal Farroupilha - Campus Santo Augusto;05/03/2009 16:13:58;RS;Santo Augusto
2;;IF FARROUPILHA;Instituto Federal Farroupilha - Campus São Borja;09/03/2010 09:29:49;RS;São Borja
2;;IF FARROUPILHA;Instituto Federal Farroupilha - Campus São Vicente do Sul;05/03/2009 16:17:17;RS;São Vicente do Sul
2;;IF FARROUPILHA;INSTITUTO FEDERAL FARROUPILHA CENTRO DE REFERÊNCIA CANDELÁRIA;06/02/2015 12:19:35;RS;Candelária
2;;IF FARROUPILHA;INSTITUTO FEDERAL FARROUPILHA CENTRO DE REFERÊNCIA CARAZINHO;11/06/2014 15:15:09;RS;Carazinho
2;;IF FARROUPILHA;INSTITUTO FEDERAL FARROUPILHA CENTRO DE REFERÊNCIA DE NÃOMETOQUE;11/06/2014 15:21:24;RS;Não-Me-Toque
2;;IF FARROUPILHA;INSTITUTO FEDERAL FARROUPILHA CENTRO DE REFERÊNCIA QUARAÍ;11/06/2014 15:24:00;RS;Quaraí
2;;IF FARROUPILHA;INSTITUTO FEDERAL FARROUPILHA CENTRO DE REFERÊNCIA ROSÁRIO DO SUL;06/02/2015 12:13:49;RS;Rosário do Sul
2;;IF FARROUPILHA;INSTITUTO FEDERAL FARROUPILHA CENTRO DE REFERÊNCIA SANTA CRUZ DO SUL;11/06/2014 15:43:56;RS;Santa Cruz do Sul
2;;IF FARROUPILHA;INSTITUTO FEDERAL FARROUPILHA CENTRO DE REFERÊNCIA SANTIAGO;11/06/2014 15:26:01;RS;Santiago
2;;IF FARROUPILHA;INSTITUTO FEDERAL FARROUPILHA CENTRO DE REFERÊNCIA SÃO GABRIEL;11/06/2014 15:30:11;RS;São Gabriel
2;;IF FARROUPILHA;INSTITUTO FEDERAL FARROUPILHA CENTRO DE REFERÊNCIA TRÊS PASSOS;06/02/2015 12:25:07;RS;Três Passos
2;;null;INSTITUTO FEDERAL FARROUPILHA - REITORIA;03/07/2015 14:03:15;RS;Santa Maria
2;;IFF;Instituto Federal Fluminense - Campus Avançado Cambuci;31/01/2014 18:38:15;RJ;Cambuci
2;;IFF;Instituto Federal Fluminense - Campus Avançado Maricá;06/06/2014 16:22:28;RJ;Maricá
2;;IFF;Instituto Federal Fluminense - Campus Avançado São João da Barra;31/01/2014 18:51:13;RJ;São João da Barra
2;;IFF;Instituto Federal Fluminense - Campus Bom Jesus do Itabapoana;10/03/2009 09:41:33;RJ;Bom Jesus do Itabapoana
2;;IFF;Instituto Federal Fluminense - Campus Cabo Frio;17/04/2009 16:01:02;RJ;Cabo Frio
2;;null;INSTITUTO FEDERAL FLUMINENSE - CAMPUS CABO FRIO;07/06/2011 11:03:20;RJ;Cabo Frio
